,N,T,edge_per_t,tot_edges,epsilon,epsilon0,mu,epsilon_pgabm,time_pgabm,epsilon_calibration,time_calibration,distance_pgabm_real,distance_calibration_real,compare_all_s,calibration_batches
50,464,100,1,100,0.30857245681036194,0.331661225443024,0.5270581022576093,0.3167658470626118,0.04294323921203613,0.3326,2.763068675994873,0.008193390252249855,0.024027543189638068,True,20
51,464,100,1,100,0.30857245681036194,0.331661225443024,0.5270581022576093,0.3092741725572308,0.046219587326049805,0.3048,3.554600954055786,0.0007017157468688362,0.003772456810361924,False,20
52,464,100,1,100,0.30857245681036194,0.331661225443024,0.5270581022576093,0.2769758989277379,0.04411959648132324,0.3029,6.970557928085327,0.031596557882624055,0.005672456810361937,True,50
53,464,100,1,100,0.30857245681036194,0.331661225443024,0.5270581022576093,0.28865543168119995,0.049439191818237305,0.2721,8.97215461730957,0.01991702512916199,0.03647245681036193,False,50
54,464,215,1,215,0.30857245681036194,0.331661225443024,0.5270581022576093,0.29570106533190943,0.04431581497192383,0.31010000000000004,2.5647547245025635,0.01287139147845251,0.001527543189638103,True,10
55,464,215,1,215,0.30857245681036194,0.331661225443024,0.5270581022576093,0.2867453369488355,0.04738187789916992,0.2978,3.407047748565674,0.02182711986152641,0.01077245681036193,False,10
56,464,215,1,215,0.06753957902336566,0.3764155414192242,0.021524805274197978,0.0647426380225808,0.3345651626586914,0.0708,5.117054224014282,0.0027969410007848555,0.003260420976634343,True,20
57,464,215,1,215,0.06753957902336566,0.3764155414192242,0.021524805274197978,0.0565407035700412,0.3377225399017334,0.0673,6.8307952880859375,0.01099887545332446,0.00023957902336566028,False,20
58,464,215,1,215,0.06753957902336566,0.3764155414192242,0.021524805274197978,0.055659198735039175,0.3849217891693115,0.06570000000000001,12.817407608032227,0.011880380288326484,0.0018395790233656506,True,50
59,464,215,1,215,0.06753957902336566,0.3764155414192242,0.021524805274197978,0.056476003237597626,0.3295564651489258,0.06570000000000001,17.188189268112183,0.011063575785768033,0.0018395790233656506,False,50
60,464,464,1,464,0.06753957902336566,0.3764155414192242,0.021524805274197978,0.05849127333049031,0.34414029121398926,0.069,5.095450401306152,0.009048305692875347,0.0014604209766343468,True,10
61,464,464,1,464,0.06753957902336566,0.3764155414192242,0.021524805274197978,0.06080928668849418,0.3452587127685547,0.0746,6.946793556213379,0.006730292334871477,0.007060420976634341,False,10
62,464,464,1,464,0.13214874136345034,0.4547722946583827,0.31058725179421,0.12083396091644559,0.22684264183044434,0.1269,10.174059391021729,0.01131478044700475,0.005248741363450327,True,20
63,464,464,1,464,0.13214874136345034,0.4547722946583827,0.31058725179421,0.11820558742252144,0.2114708423614502,0.13190000000000002,13.946932077407837,0.013943153940928904,0.00024874136345032216,False,20
64,464,464,1,464,0.13214874136345034,0.4547722946583827,0.31058725179421,0.12628815290306025,0.21919465065002441,0.13240000000000002,25.551125288009644,0.005860588460390087,0.0002512586365496783,True,50
65,464,464,1,464,0.13214874136345034,0.4547722946583827,0.31058725179421,0.12603779093716905,0.2060089111328125,0.1403,34.85328245162964,0.006110950426281292,0.008151258636549669,False,50
66,464,1000,1,1000,0.13214874136345034,0.4547722946583827,0.31058725179421,0.12637386500720799,0.28187108039855957,0.1395,10.618050336837769,0.005774876356242353,0.0073512586365496735,True,10
67,464,1000,1,1000,0.13214874136345034,0.4547722946583827,0.31058725179421,0.117709304068218,0.3021125793457031,0.1182,14.610496282577515,0.014439437295232338,0.01394874136345034,False,10
68,464,1000,1,1000,0.3872386330075398,0.3314524916533012,0.889827341447375,0.3725792284775174,0.06780076026916504,0.3845,21.32979130744934,0.014659404530022402,0.0027386330075397924,True,20
69,464,1000,1,1000,0.3872386330075398,0.3314524916533012,0.889827341447375,0.377532617332986,0.07022976875305176,0.3902,29.158194303512573,0.009706015674553814,0.0029613669924601904,False,20
70,464,1000,1,1000,0.3872386330075398,0.3314524916533012,0.889827341447375,0.3769900968250421,0.07021355628967285,0.3924,53.13521766662598,0.010248536182497714,0.005161366992460226,True,50
71,464,1000,1,1000,0.3872386330075398,0.3314524916533012,0.889827341447375,0.37631485203475773,0.07082676887512207,0.38970000000000005,73.2478461265564,0.010923780972782071,0.0024613669924602455,False,50
72,1000,100,1,100,0.3872386330075398,0.3314524916533012,0.889827341447375,0.39193385660597546,0.056897640228271484,0.4007,1.4548416137695312,0.0046952235984356605,0.0134613669924602,True,10
73,1000,100,1,100,0.3872386330075398,0.3314524916533012,0.889827341447375,0.37382453232769386,0.04841804504394531,0.37,1.7781949043273926,0.013414100679845942,0.017238633007539805,False,10
74,1000,100,1,100,0.30857245681036194,0.331661225443024,0.5270581022576093,0.29571996545775303,0.0432283878326416,0.30610000000000004,2.7708137035369873,0.012852491352608908,0.0024724568103619005,True,20
75,1000,100,1,100,0.30857245681036194,0.331661225443024,0.5270581022576093,0.26513144389535226,0.06450247764587402,0.2931,3.5492701530456543,0.04344101291500968,0.015472456810361912,False,20
76,1000,100,1,100,0.30857245681036194,0.331661225443024,0.5270581022576093,0.29656572112618984,0.0439305305480957,0.3073,6.92634129524231,0.012006735684172098,0.0012724568103619216,True,50
77,1000,100,1,100,0.30857245681036194,0.331661225443024,0.5270581022576093,0.28389306701682904,0.048392534255981445,0.30360000000000004,8.971588134765625,0.024679389793532902,0.004972456810361903,False,50
78,1000,215,1,215,0.30857245681036194,0.331661225443024,0.5270581022576093,0.293415439249398,0.04787468910217285,0.29200000000000004,2.5520565509796143,0.015157017560963937,0.016572456810361902,True,10
79,1000,215,1,215,0.30857245681036194,0.331661225443024,0.5270581022576093,0.3055345176701585,0.0454256534576416,0.3262,3.41162109375,0.0030379391402034495,0.01762754318963805,False,10
80,1000,215,1,215,0.06753957902336566,0.3764155414192242,0.021524805274197978,0.05663962783520833,0.3165156841278076,0.07780000000000001,5.118615388870239,0.010899951188157328,0.010260420976634349,True,20
81,1000,215,1,215,0.06753957902336566,0.3764155414192242,0.021524805274197978,0.054668593639202664,0.35065269470214844,0.0594,6.8622145652771,0.012870985384162995,0.008139579023365658,False,20
82,1000,215,1,215,0.06753957902336566,0.3764155414192242,0.021524805274197978,0.043729612491291814,0.3924214839935303,0.0712,12.797311305999756,0.023809966532073845,0.0036604209766343404,True,50
83,1000,215,1,215,0.06753957902336566,0.3764155414192242,0.021524805274197978,0.06212099044043727,0.2746922969818115,0.0621,17.202864408493042,0.005418588582928388,0.005439579023365657,False,50
84,1000,464,1,464,0.06753957902336566,0.3764155414192242,0.021524805274197978,0.052306799540289765,0.3905014991760254,0.07780000000000001,5.1147706508636475,0.015232779483075894,0.010260420976634349,True,10
85,1000,464,1,464,0.06753957902336566,0.3764155414192242,0.021524805274197978,0.05697854770917644,0.35240602493286133,0.0763,6.9661219120025635,0.010561031314189222,0.008760420976634348,False,10
86,1000,464,1,464,0.13214874136345034,0.4547722946583827,0.31058725179421,0.1170588764228683,0.219984769821167,0.1259,10.19816279411316,0.015089864940582037,0.0062487413634503275,True,20
87,1000,464,1,464,0.13214874136345034,0.4547722946583827,0.31058725179421,0.11798148385379263,0.22779536247253418,0.1325,14.020130634307861,0.014167257509657707,0.00035125863654966727,False,20
88,1000,464,1,464,0.13214874136345034,0.4547722946583827,0.31058725179421,0.11910530403065105,0.22994399070739746,0.1269,25.62422513961792,0.013043437332799293,0.005248741363450327,True,50
89,1000,464,1,464,0.13214874136345034,0.4547722946583827,0.31058725179421,0.11671127560899192,0.2189035415649414,0.12810000000000002,35.03553009033203,0.015437465754458424,0.00404874136345032,False,50
90,1000,1000,1,1000,0.13214874136345034,0.4547722946583827,0.31058725179421,0.12415005083077577,0.28115224838256836,0.1291,10.623224258422852,0.007998690532674574,0.003048741363450347,True,10
91,1000,1000,1,1000,0.13214874136345034,0.4547722946583827,0.31058725179421,0.12167642909956009,0.2950105667114258,0.1285,14.742422103881836,0.010472312263890254,0.0036487413634503363,False,10
92,1000,1000,1,1000,0.3872386330075398,0.3314524916533012,0.889827341447375,0.37507190322022704,0.07256460189819336,0.37560000000000004,21.29254460334778,0.012166729787312758,0.011638633007539756,True,20
93,1000,1000,1,1000,0.3872386330075398,0.3314524916533012,0.889827341447375,0.37580856393831386,0.07932829856872559,0.38170000000000004,29.462494134902954,0.011430069069225945,0.005538633007539762,False,20
94,1000,1000,1,1000,0.3872386330075398,0.3314524916533012,0.889827341447375,0.3740527827784956,0.07719826698303223,0.38920000000000005,54.93768048286438,0.013185850229044227,0.001961366992460245,True,50
95,1000,1000,1,1000,0.3872386330075398,0.3314524916533012,0.889827341447375,0.38205970071622036,0.08112978935241699,0.38420000000000004,75.49850177764893,0.005178932291319438,0.0030386330075397594,False,50
96,100,100,2,200,0.3872386330075398,0.3314524916533012,0.889827341447375,0.3796220666528189,0.04655122756958008,0.3972,2.4340641498565674,0.007616566354720911,0.009961366992460197,True,10
97,100,100,2,200,0.3872386330075398,0.3314524916533012,0.889827341447375,0.3740980688576218,0.0450739860534668,0.3468,2.8131041526794434,0.013140564149917988,0.040438633007539804,False,10
98,100,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.2966048377217485,0.08744573593139648,0.3053,4.852535724639893,0.011784340779080305,0.003089178500828793,True,20
99,100,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.29625636779257397,0.08629369735717773,0.3236,5.678544282913208,0.012132810708254838,0.01521082149917119,False,20
100,100,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.2913961638528881,0.08601880073547363,0.30910000000000004,12.05521297454834,0.01699301464794073,0.0007108214991712325,True,50
101,100,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.2870042463781348,0.08177733421325684,0.3176,14.01679015159607,0.02138493212269399,0.009210821499171185,False,50
102,100,215,2,430,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.3038314647813932,0.0796973705291748,0.3252,4.721007347106934,0.0045577137194355855,0.01681082149917118,True,10
103,100,215,2,430,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.31607976871867055,0.09687304496765137,0.33190000000000003,5.656103134155273,0.007690590217841742,0.02351082149917122,False,10
104,100,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.18191405287702547,0.1563887596130371,0.191,9.462579250335693,0.015511187353294237,0.0064252402303197065,True,20
105,100,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.19529460638424198,0.1737673282623291,0.195,11.442744255065918,0.0021306338460777285,0.002425240230319703,False,20
106,100,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.19001265728493683,0.16939139366149902,0.19540000000000002,23.648259162902832,0.007412582945382884,0.0020252402303196915,True,50
107,100,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.18848615089239015,0.1580355167388916,0.1802,28.295311212539673,0.008939089337929557,0.01722524023031971,False,50
108,100,464,2,928,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.18877004188562385,0.2334728240966797,0.2061,10.02147102355957,0.008655198344695858,0.008674759769680296,True,10
109,100,464,2,928,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.18325826459861222,0.189178466796875,0.18910000000000002,11.841747283935547,0.01416697563170749,0.008325240230319692,False,10
110,100,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.4235413176823906,0.06806659698486328,0.4459,19.673954248428345,0.019457667900285025,0.002901014417324377,True,20
111,100,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.42211219540144446,0.06568074226379395,0.466,23.73338747024536,0.020886790181231185,0.023001014417324384,False,20
112,100,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.4206126035708371,0.06729698181152344,0.42810000000000004,49.171225786209106,0.022386382011838568,0.014898985582675606,True,50
113,100,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.41370505169667265,0.0636909008026123,0.41910000000000003,59.15926647186279,0.029293933886002987,0.023898985582675614,False,50
114,100,1000,2,2000,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.4377053163313626,0.07825517654418945,0.4551,20.77848792076111,0.005293669251313027,0.012101014417324363,True,10
115,100,1000,2,2000,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.4325596552410872,0.06974172592163086,0.43620000000000003,25.194226264953613,0.010439330341588449,0.00679898558267561,False,10
116,100,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.018314959143676094,0.8384594917297363,0.0142,41.997387170791626,0.0028159792295481857,0.0012989799141279075,True,20
117,100,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.016835003322625285,0.8556301593780518,0.0171,50.211960792541504,0.001336023408497377,0.0016010200858720923,False,20
118,100,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.01768018369288446,0.8485102653503418,0.0177,104.9087028503418,0.002181203778756552,0.002201020085872092,True,50
119,100,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.019362738795272203,0.8511085510253906,0.0244,125.63802361488342,0.003863758881144295,0.008901020085872093,False,50
120,215,100,2,200,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.016196531540895648,0.5405199527740479,0.0047,2.437285900115967,0.0006975516267677395,0.010798979914127909,True,10
121,215,100,2,200,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.01645742694405083,0.5418555736541748,0.0117,2.817812204360962,0.0009584470299229229,0.003798979914127908,False,10
122,215,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.3088596843269514,0.09006857872009277,0.31930000000000003,4.776835918426514,0.0004705058261225692,0.01091082149917122,True,20
123,215,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.2937698949639483,0.11153411865234375,0.3277,5.623455762863159,0.014619283536880523,0.019310821499171182,False,20
124,215,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.30450207942147023,0.0942831039428711,0.31170000000000003,12.231024026870728,0.0038870990793585802,0.0033108214991712237,True,50
125,215,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.3131120009021308,0.10470914840698242,0.31930000000000003,14.25761342048645,0.004722822401302007,0.01091082149917122,False,50
126,215,215,2,430,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.29385661228420296,0.1301112174987793,0.318,4.790971755981445,0.014532566216625853,0.009610821499171196,True,10
127,215,215,2,430,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.3014852009964402,0.0837249755859375,0.30920000000000003,5.7210423946380615,0.006903977504388592,0.0008108214991712215,False,10
128,215,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.1945024348074577,0.15657544136047363,0.1991,9.614930391311646,0.002922805422861996,0.0016747597696802896,True,20
129,215,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.18721554668059256,0.1492137908935547,0.1839,11.460603952407837,0.010209693549727145,0.013525240230319702,False,20
130,215,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.19424348606446853,0.15211749076843262,0.1973,31.788750648498535,0.003181754165851175,0.00012524023031970644,True,50
131,215,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.18068520507977934,0.16401910781860352,0.1923,28.49147629737854,0.016740035150540372,0.005125240230319711,False,50
132,215,464,2,928,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.1921125470435736,0.20342040061950684,0.1988,9.851129055023193,0.005312693186746098,0.001374759769680295,True,10
133,215,464,2,928,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.18839049431302798,0.1816561222076416,0.20040000000000002,11.858117580413818,0.009034745917291725,0.002974759769680313,False,10
134,215,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.44203850629603103,0.06790995597839355,0.4369,19.77133321762085,0.000960479286644611,0.006098985582675631,True,20
135,215,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.4339768959264809,0.07186245918273926,0.4444,23.6155686378479,0.00902208965619472,0.0014010144173243755,False,20
136,215,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.4402840136208324,0.07182645797729492,0.4389,49.202317237854004,0.0027149719618432266,0.004098985582675629,True,50
137,215,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.442402587885245,0.05702972412109375,0.4449,59.23088979721069,0.0005963976974306395,0.001901014417324376,False,50
138,215,1000,2,2000,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.43478929738193156,0.07987141609191895,0.446,21.1058406829834,0.00820968820074408,0.003001014417324366,True,10
139,215,1000,2,2000,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.43118439822259097,0.07417178153991699,0.4273,25.293574810028076,0.011814587360084672,0.01569898558267563,False,10
140,215,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.018030949040416216,0.705134391784668,0.0196,41.96657681465149,0.002531969126288308,0.004101020085872091,True,20
141,215,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.0172967328702981,0.861865758895874,0.0129,50.247538566589355,0.0017977529561701913,0.0025989799141279083,False,20
142,215,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.016924032001728394,1.1328048706054688,0.0162,104.68038320541382,0.0014250520876004855,0.0007010200858720908,True,50
143,215,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.017178970455160883,0.8613359928131104,0.0154,125.66939282417297,0.0016799905410329746,9.897991412790783e-05,False,50
144,464,100,2,200,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.015849036734902483,0.571723461151123,0.011300000000000001,2.4356985092163086,0.0003500568207745747,0.004198979914127907,True,10
145,464,100,2,200,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.014009500360381453,0.5770392417907715,0.0111,2.8831467628479004,0.001489479553746455,0.004398979914127908,False,10
146,464,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.30615821878470056,0.08560585975646973,0.3109,4.775831699371338,0.0022309597161282446,0.002510821499171201,True,20
147,464,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.31522358246661925,0.08352780342102051,0.3275,5.602206707000732,0.0068344039657904365,0.019110821499171204,False,20
148,464,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.30257375023997746,0.08812832832336426,0.2934,11.911489963531494,0.005815428260851352,0.014989178500828815,True,50
149,464,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.30139212551225164,0.0849459171295166,0.31980000000000003,14.064069271087646,0.006997052988577168,0.01141082149917122,False,50
150,464,215,2,430,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.2972816938693965,0.0931096076965332,0.31930000000000003,4.7387425899505615,0.011107484631432296,0.01091082149917122,True,10
151,464,215,2,430,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.2987704818786515,0.10344552993774414,0.3078,5.724285840988159,0.009618696622177292,0.0005891785008287909,False,10
152,464,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.18515707355443056,0.14346766471862793,0.18780000000000002,9.501766443252563,0.012268166675889147,0.009625240230319687,True,20
153,464,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.18130755454004643,0.14252281188964844,0.19460000000000002,11.298571825027466,0.016117685690273276,0.0028252402303196866,False,20
154,464,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.18452736586891416,0.1487267017364502,0.19690000000000002,23.69928812980652,0.012897874361405548,0.0005252402303196901,True,50
155,464,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.19900595094096343,0.12310171127319336,0.2185,28.273278951644897,0.0015807107106437235,0.02107475976968029,False,50
156,464,464,2,928,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.19295830624540172,0.20266008377075195,0.1895,9.812186241149902,0.004466933984917987,0.007925240230319708,True,10
157,464,464,2,928,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.1851153669444664,0.1942746639251709,0.20270000000000002,11.8586745262146,0.012309873285853312,0.0052747597696803095,False,10
158,464,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.4296157927314827,0.06923556327819824,0.43260000000000004,19.592570543289185,0.013383192851192938,0.010398985582675602,True,20
159,464,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.44194781631023133,0.07428860664367676,0.4595,23.67967653274536,0.0010511692724443078,0.016501014417324378,False,20
160,464,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.42865374061263606,0.0707859992980957,0.44210000000000005,49.08405685424805,0.014345244970039583,0.0008989855826755933,True,50
161,464,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.4341709615956696,0.07260489463806152,0.44210000000000005,58.99464416503906,0.00882802398700605,0.0008989855826755933,False,50
162,464,1000,2,2000,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.4340338481960607,0.07974433898925781,0.44060000000000005,20.975316524505615,0.008965137386614919,0.0023989855826755946,True,10
163,464,1000,2,2000,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.43937587689519914,0.07393646240234375,0.4515,25.04309868812561,0.003623108687476506,0.00850101441732437,False,10
164,464,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.018158711362461038,0.8766512870788574,0.016800000000000002,41.80423831939697,0.0026597314483331295,0.0013010200858720941,True,20
165,464,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.017860282827233433,0.8729143142700195,0.0219,50.260311126708984,0.0023613029131055244,0.006401020085872091,False,20
166,464,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.017669450622766078,0.8726625442504883,0.015300000000000001,104.419762134552,0.0021704707086381697,0.00019897991412790722,True,50
167,464,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.01718857990755802,0.870795488357544,0.0159,125.34496736526489,0.0016895999934301124,0.0004010200858720926,False,50
168,1000,100,2,200,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.022629229546101505,0.5099186897277832,0.0303,2.433544874191284,0.007130249631973597,0.014801020085872092,True,10
169,1000,100,2,200,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.01836238827246319,0.5729641914367676,0.0204,2.813141107559204,0.002863408358335283,0.004901020085872093,False,10
170,1000,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.3130632551373232,0.1024332046508789,0.3234,4.76956844329834,0.004674076636494384,0.015010821499171212,True,20
171,1000,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.30665792608360665,0.07794904708862305,0.31920000000000004,5.603701829910278,0.0017312524172221622,0.01081082149917123,False,20
172,1000,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.3072303834433951,0.0989847183227539,0.3138,11.912615537643433,0.0011587950574337147,0.0054108214991712145,True,50
173,1000,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.2983721604997932,0.07965230941772461,0.3123,14.106902837753296,0.010017018001035605,0.003910821499171213,False,50
174,1000,215,2,430,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.29902023307621955,0.09288525581359863,0.3038,4.7913267612457275,0.009368945424609254,0.004589178500828794,True,10
175,1000,215,2,430,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.2968238320529043,0.09523463249206543,0.312,5.635183095932007,0.011565346447924507,0.0036108214991711907,False,10
176,1000,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.1828807324794643,0.13805818557739258,0.1986,9.415409088134766,0.014544507750855418,0.0011747597696802892,True,20
177,1000,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.1890230927391259,0.14848709106445312,0.2,11.290175437927246,0.008402147491193807,0.0025747597696803015,False,20
178,1000,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.1897002476813716,0.13563060760498047,0.1932,23.700511932373047,0.007724992548948123,0.004225240230319699,True,50
179,1000,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.18396783434753436,0.16407012939453125,0.1957,28.31837749481201,0.01345740588278535,0.0017252402303196968,False,50
180,1000,464,2,928,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.18215092992195206,0.1890861988067627,0.18910000000000002,9.88483715057373,0.01527431030836765,0.008325240230319692,True,10
181,1000,464,2,928,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.18271208805604086,0.28432202339172363,0.20140000000000002,11.798529624938965,0.014713152174278848,0.003974759769680314,False,10
182,1000,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.4371196944869673,0.06529521942138672,0.4466,19.63737988471985,0.005879291095708339,0.0036010144173243552,True,20
183,1000,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.43186027690780915,0.07047414779663086,0.4597,23.619268894195557,0.011138708674866493,0.016701014417324356,False,20
184,1000,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.43384642647493366,0.06452035903930664,0.4429,49.10701870918274,0.009152559107741987,9.898558267562585e-05,True,50
185,1000,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.4360409082356821,0.07156562805175781,0.4501,58.89080309867859,0.006958077346993552,0.007101014417324358,False,50
186,1000,1000,2,2000,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.43312654981969323,0.07413887977600098,0.4431,20.917645931243896,0.009872435762982412,0.00010101441732435212,True,10
187,1000,1000,2,2000,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.43939758839094784,0.07132887840270996,0.45420000000000005,24.966434240341187,0.0036013971917278065,0.011201014417324406,False,10
188,1000,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.019059076132832357,0.8633232116699219,0.0199,41.83682823181152,0.003560096218704449,0.004401020085872093,True,20
189,1000,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.016522424743931455,0.872687816619873,0.0103,50.13486981391907,0.0010234448298035471,0.005198979914127908,False,20
190,1000,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.017825837788761616,0.8840460777282715,0.0143,104.49713325500488,0.0023268578746337074,0.0011989799141279081,True,50
191,1000,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.017016010626488467,0.8617444038391113,0.012100000000000001,128.29415774345398,0.0015170307123605585,0.003398979914127907,False,50
192,100,100,5,500,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.015252256371463867,0.5765819549560547,0.0181,5.404379367828369,0.0002467235426640412,0.002601020085872093,True,10
193,100,100,5,500,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.019610469610754987,0.5909950733184814,0.0341,5.8320887088775635,0.004111489696627078,0.01860102008587209,False,10
194,100,100,5,500,0.4659305583182703,0.4842170953272734,0.8443299485657132,0.4622308817962769,0.048973798751831055,0.4577,10.715035676956177,0.003699676521993378,0.008230558318270298,True,20
195,100,100,5,500,0.4659305583182703,0.4842170953272734,0.8443299485657132,0.4637819866328026,0.049727678298950195,0.48260000000000003,11.65600848197937,0.0021485716854676706,0.016669441681729735,False,20
196,100,100,5,500,0.4659305583182703,0.4842170953272734,0.8443299485657132,0.4543637865456355,0.04979753494262695,0.4521,26.811773777008057,0.01156677177263482,0.013830558318270292,True,50
197,100,100,5,500,0.4659305583182703,0.4842170953272734,0.8443299485657132,0.46095165904820085,0.04698324203491211,0.4802,29.119807958602905,0.004978899270069448,0.014269441681729722,False,50
198,100,215,5,1075,0.4659305583182703,0.4842170953272734,0.8443299485657132,0.4469058254974207,0.07076239585876465,0.46180000000000004,11.185912609100342,0.0190247328208496,0.00413055831827025,True,10
199,100,215,5,1075,0.4659305583182703,0.4842170953272734,0.8443299485657132,0.458941593961667,0.0640873908996582,0.4697,12.188186168670654,0.006988964356603289,0.0037694416817297127,False,10
